id_anssi,titre,type,date,lien,description_bulletin,cve_id,cvss_score,base_severity,cwe_id,cwe_description,epss_score,description,vendor,product,versions_affectees
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",CVE-2026-43359,,,,,0.00123,"In the Linux kernel, the following vulnerability has been resolved:

btrfs: fix transaction abort on set received ioctl due to item overflow

If the set received ioctl fails due to an item overflow when attempting to
add the BTRFS_UUID_KEY_RECEIVED_SUBVOL we have to abort the transaction
since we did some metadata updates before.

This means that if a user calls this ioctl with the same received UUID
field for a lot of subvolumes, we will hit the overflow, trigger the
transaction abort and turn the filesystem into RO mode. A malicious user
could exploit this, and this ioctl does not even requires that a user
has admin privileges (CAP_SYS_ADMIN), only that he/she owns the subvolume.

Fix this by doing an early check for item overflow before starting a
transaction. This is also race safe because we are holding the subvol_sem
semaphore in exclusive (write) mode.

A test case for fstests will follow soon.",Linux,Linux,"dd5f9615fc5c5e8d3751aab3a17b92768fb1ce70, dd5f9615fc5c5e8d3751aab3a17b92768fb1ce70, dd5f9615fc5c5e8d3751aab3a17b92768fb1ce70, dd5f9615fc5c5e8d3751aab3a17b92768fb1ce70, dd5f9615fc5c5e8d3751aab3a17b92768fb1ce70, dd5f9615fc5c5e8d3751aab3a17b92768fb1ce70"
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",CVE-2026-31729,,,,,0.00129,"In the Linux kernel, the following vulnerability has been resolved:

usb: typec: ucsi: validate connector number in ucsi_notify_common()

The connector number extracted from CCI via UCSI_CCI_CONNECTOR() is a
7-bit field (0-127) that is used to index into the connector array in
ucsi_connector_change(). However, the array is only allocated for the
number of connectors reported by the device (typically 2-4 entries).

A malicious or malfunctioning device could report an out-of-range
connector number in the CCI, causing an out-of-bounds array access in
ucsi_connector_change().

Add a bounds check in ucsi_notify_common(), the central point where CCI
is parsed after arriving from hardware, so that bogus connector numbers
are rejected before they propagate further.",Linux,Linux,"bdc62f2bae8fb0e8e99574de5232f0a3c54a27df, bdc62f2bae8fb0e8e99574de5232f0a3c54a27df, bdc62f2bae8fb0e8e99574de5232f0a3c54a27df, bdc62f2bae8fb0e8e99574de5232f0a3c54a27df"
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",CVE-2026-31464,8.1,HIGH,,,0.00274,"In the Linux kernel, the following vulnerability has been resolved:

scsi: ibmvfc: Fix OOB access in ibmvfc_discover_targets_done()

A malicious or compromised VIO server can return a num_written value in the
discover targets MAD response that exceeds max_targets. This value is
stored directly in vhost->num_targets without validation, and is then used
as the loop bound in ibmvfc_alloc_targets() to index into disc_buf[], which
is only allocated for max_targets entries. Indices at or beyond max_targets
access kernel memory outside the DMA-coherent allocation.  The
out-of-bounds data is subsequently embedded in Implicit Logout and PLOGI
MADs that are sent back to the VIO server, leaking kernel memory.

Fix by clamping num_written to max_targets before storing it.",Linux,Linux,"072b91f9c6510d0ec4a49d07dbc318760c7da7b3, 072b91f9c6510d0ec4a49d07dbc318760c7da7b3, 072b91f9c6510d0ec4a49d07dbc318760c7da7b3, 072b91f9c6510d0ec4a49d07dbc318760c7da7b3, 072b91f9c6510d0ec4a49d07dbc318760c7da7b3, 072b91f9c6510d0ec4a49d07dbc318760c7da7b3, 072b91f9c6510d0ec4a49d07dbc318760c7da7b3, 072b91f9c6510d0ec4a49d07dbc318760c7da7b3"
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",CVE-2026-43333,,,,,0.00123,"In the Linux kernel, the following vulnerability has been resolved:

bpf: reject direct access to nullable PTR_TO_BUF pointers

check_mem_access() matches PTR_TO_BUF via base_type() which strips
PTR_MAYBE_NULL, allowing direct dereference without a null check.

Map iterator ctx->key and ctx->value are PTR_TO_BUF | PTR_MAYBE_NULL.
On stop callbacks these are NULL, causing a kernel NULL dereference.

Add a type_may_be_null() guard to the PTR_TO_BUF branch, matching the
existing PTR_TO_BTF_ID pattern.",Linux,Linux,"b453361384c2db1c703dacb806d5fd36aec4ceca, 20b2aff4bc15bda809f994761d5719827d66c0b4, 20b2aff4bc15bda809f994761d5719827d66c0b4, 20b2aff4bc15bda809f994761d5719827d66c0b4, 20b2aff4bc15bda809f994761d5719827d66c0b4, 20b2aff4bc15bda809f994761d5719827d66c0b4, 20b2aff4bc15bda809f994761d5719827d66c0b4, e982070f8970bb62e69ed7c9cafff886ed200349, 5.15.37, 5.16.11"
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",CVE-2026-43325,,,,,0.00121,"In the Linux kernel, the following vulnerability has been resolved:

wifi: iwlwifi: mvm: don't send a 6E related command when not supported

MCC_ALLOWED_AP_TYPE_CMD is related to 6E support. Do not send it if the
device doesn't support 6E.
Apparently, the firmware is mistakenly advertising support for this
command even on AX201 which does not support 6E and then the firmware
crashes.",Linux,Linux,"0d2fc8821a7d667180ce27732697105db843a1b9, 0d2fc8821a7d667180ce27732697105db843a1b9, 0d2fc8821a7d667180ce27732697105db843a1b9"
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",CVE-2026-43013,,,,,0.00123,"In the Linux kernel, the following vulnerability has been resolved:

net/mlx5: lag: Check for LAG device before creating debugfs

__mlx5_lag_dev_add_mdev() may return 0 (success) even when an error
occurs that is handled gracefully. Consequently, the initialization
flow proceeds to call mlx5_ldev_add_debugfs() even when there is no
valid LAG context.

mlx5_ldev_add_debugfs() blindly created the debugfs directory and
attributes. This exposed interfaces (like the members file) that rely on
a valid ldev pointer, leading to potential NULL pointer dereferences if
accessed when ldev is NULL.

Add a check to verify that mlx5_lag_dev(dev) returns a valid pointer
before attempting to create the debugfs entries.",Linux,Linux,"7f46a0b7327ae261f9981888708dbca22c283900, 7f46a0b7327ae261f9981888708dbca22c283900, 7f46a0b7327ae261f9981888708dbca22c283900, 7f46a0b7327ae261f9981888708dbca22c283900, 7f46a0b7327ae261f9981888708dbca22c283900, 7f46a0b7327ae261f9981888708dbca22c283900"
CERTFR-2026-AVI-0745,Multiples vulnérabilités dans le noyau Linux de SUSE (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0745/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux de SUSE. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une atteinte à la confidentialité des données et une atteinte à l'intégrité des données.",CVE-2026-31629,8.8,HIGH,,,0.00224,"In the Linux kernel, the following vulnerability has been resolved:

nfc: llcp: add missing return after LLCP_CLOSED checks

In nfc_llcp_recv_hdlc() and nfc_llcp_recv_disc(), when the socket
state is LLCP_CLOSED, the code correctly calls release_sock() and
nfc_llcp_sock_put() but fails to return. Execution falls through to
the remainder of the function, which calls release_sock() and
nfc_llcp_sock_put() again. This results in a double release_sock()
and a refcount underflow via double nfc_llcp_sock_put(), leading to
a use-after-free.

Add the missing return statements after the LLCP_CLOSED branches
in both functions to prevent the fall-through.",Linux,Linux,"d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a, d646960f7986fefb460a2b062d5ccc8ccfeacc3a"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-23198,7.8,HIGH,,,0.00124,"In the Linux kernel, the following vulnerability has been resolved:

KVM: Don't clobber irqfd routing type when deassigning irqfd

When deassigning a KVM_IRQFD, don't clobber the irqfd's copy of the IRQ's
routing entry as doing so breaks kvm_arch_irq_bypass_del_producer() on x86
and arm64, which explicitly look for KVM_IRQ_ROUTING_MSI.  Instead, to
handle a concurrent routing update, verify that the irqfd is still active
before consuming the routing information.  As evidenced by the x86 and
arm64 bugs, and another bug in kvm_arch_update_irqfd_routing() (see below),
clobbering the entry type without notifying arch code is surprising and
error prone.

As a bonus, checking that the irqfd is active provides a convenient
location for documenting _why_ KVM must not consume the routing entry for
an irqfd that is in the process of being deassigned: once the irqfd is
deleted from the list (which happens *before* the eventfd is detached), it
will no longer receive updates via kvm_irq_routing_update(), and so KVM
could deliver an event using stale routing information (relative to
KVM_SET_GSI_ROUTING returning to userspace).

As an even better bonus, explicitly checking for the irqfd being active
fixes a similar bug to the one the clobbering is trying to prevent: if an
irqfd is deactivated, and then its routing is changed,
kvm_irq_routing_update() won't invoke kvm_arch_update_irqfd_routing()
(because the irqfd isn't in the list).  And so if the irqfd is in bypass
mode, IRQs will continue to be posted using the old routing information.

As for kvm_arch_irq_bypass_del_producer(), clobbering the routing type
results in KVM incorrectly keeping the IRQ in bypass mode, which is
especially problematic on AMD as KVM tracks IRQs that are being posted to
a vCPU in a list whose lifetime is tied to the irqfd.

Without the help of KASAN to detect use-after-free, the most common
sympton on AMD is a NULL pointer deref in amd_iommu_update_ga() due to
the memory for irqfd structure being re-allocated and zeroed, resulting
in irqfd->irq_bypass_data being NULL when read by
avic_update_iommu_vcpu_affinity():

  BUG: kernel NULL pointer dereference, address: 0000000000000018
  #PF: supervisor read access in kernel mode
  #PF: error_code(0x0000) - not-present page
  PGD 40cf2b9067 P4D 40cf2b9067 PUD 408362a067 PMD 0
  Oops: Oops: 0000 [#1] SMP
  CPU: 6 UID: 0 PID: 40383 Comm: vfio_irq_test
  Tainted: G     U  W  O        6.19.0-smp--5dddc257e6b2-irqfd #31 NONE
  Tainted: [U]=USER, [W]=WARN, [O]=OOT_MODULE
  Hardware name: Google, Inc. Arcadia_IT_80/Arcadia_IT_80, BIOS 34.78.2-0 09/05/2025
  RIP: 0010:amd_iommu_update_ga+0x19/0xe0
  Call Trace:
   <TASK>
   avic_update_iommu_vcpu_affinity+0x3d/0x90 [kvm_amd]
   __avic_vcpu_load+0xf4/0x130 [kvm_amd]
   kvm_arch_vcpu_load+0x89/0x210 [kvm]
   vcpu_load+0x30/0x40 [kvm]
   kvm_arch_vcpu_ioctl_run+0x45/0x620 [kvm]
   kvm_vcpu_ioctl+0x571/0x6a0 [kvm]
   __se_sys_ioctl+0x6d/0xb0
   do_syscall_64+0x6f/0x9d0
   entry_SYSCALL_64_after_hwframe+0x4b/0x53
  RIP: 0033:0x46893b
    </TASK>
  ---[ end trace 0000000000000000 ]---

If AVIC is inhibited when the irfd is deassigned, the bug will manifest as
list corruption, e.g. on the next irqfd assignment.

  list_add corruption. next->prev should be prev (ffff8d474d5cd588),
                       but was 0000000000000000. (next=ffff8d8658f86530).
  ------------[ cut here ]------------
  kernel BUG at lib/list_debug.c:31!
  Oops: invalid opcode: 0000 [#1] SMP
  CPU: 128 UID: 0 PID: 80818 Comm: vfio_irq_test
  Tainted: G     U  W  O        6.19.0-smp--f19dc4d680ba-irqfd #28 NONE
  Tainted: [U]=USER, [W]=WARN, [O]=OOT_MODULE
  Hardware name: Google, Inc. Arcadia_IT_80/Arcadia_IT_80, BIOS 34.78.2-0 09/05/2025
  RIP: 0010:__list_add_valid_or_report+0x97/0xc0
  Call Trace:
   <TASK>
   avic_pi_update_irte+0x28e/0x2b0 [kvm_amd]
   kvm_pi_update_irte+0xbf/0x190 [kvm]
   kvm_arch_irq_bypass_add_producer+0x72/0x90 [kvm]
   irq_bypass_register_consumer+0xcd/0x170 [irqbypa
---truncated---",Linux,Linux,"f70c20aaf141adb715a2d750c55154073b02a9c3, f70c20aaf141adb715a2d750c55154073b02a9c3, f70c20aaf141adb715a2d750c55154073b02a9c3, f70c20aaf141adb715a2d750c55154073b02a9c3, f70c20aaf141adb715a2d750c55154073b02a9c3, f70c20aaf141adb715a2d750c55154073b02a9c3, f70c20aaf141adb715a2d750c55154073b02a9c3"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-43078,7.8,HIGH,,,0.00129,"In the Linux kernel, the following vulnerability has been resolved:

crypto: af_alg - Fix page reassignment overflow in af_alg_pull_tsgl

When page reassignment was added to af_alg_pull_tsgl the original
loop wasn't updated so it may try to reassign one more page than
necessary.

Add the check to the reassignment so that this does not happen.

Also update the comment which still refers to the obsolete offset
argument.",Linux,Linux,"e870456d8e7c8d57c059ea479b5aadbb55ff4c3a, e870456d8e7c8d57c059ea479b5aadbb55ff4c3a, e870456d8e7c8d57c059ea479b5aadbb55ff4c3a, e870456d8e7c8d57c059ea479b5aadbb55ff4c3a, e870456d8e7c8d57c059ea479b5aadbb55ff4c3a, e870456d8e7c8d57c059ea479b5aadbb55ff4c3a, e870456d8e7c8d57c059ea479b5aadbb55ff4c3a, e870456d8e7c8d57c059ea479b5aadbb55ff4c3a"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-23202,,,,,0.00111,"In the Linux kernel, the following vulnerability has been resolved:

spi: tegra210-quad: Protect curr_xfer in tegra_qspi_combined_seq_xfer

The curr_xfer field is read by the IRQ handler without holding the lock
to check if a transfer is in progress. When clearing curr_xfer in the
combined sequence transfer loop, protect it with the spinlock to prevent
a race with the interrupt handler.

Protect the curr_xfer clearing at the exit path of
tegra_qspi_combined_seq_xfer() with the spinlock to prevent a race
with the interrupt handler that reads this field.

Without this protection, the IRQ handler could read a partially updated
curr_xfer value, leading to NULL pointer dereference or use-after-free.",Linux,Linux,"88db8bb7ed1bb474618acdf05ebd4f0758d244e2, 83309dd551cfd60a5a1a98d9cab19f435b44d46d, c934e40246da2c5726d14e94719c514e30840df8, 551060efb156c50fe33799038ba8145418cfdeef, 01bbf25c767219b14c3235bfa85906b8d2cb8fbc, b4e002d8a7cee3b1d70efad0e222567f92a73000, bb0c58be84f907285af45657c1d4847b960a12bf, 6.17.13"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-23260,,,,,0.00114,"In the Linux kernel, the following vulnerability has been resolved:

regmap: maple: free entry on mas_store_gfp() failure

regcache_maple_write() allocates a new block ('entry') to merge
adjacent ranges and then stores it with mas_store_gfp().
When mas_store_gfp() fails, the new 'entry' remains allocated and
is never freed, leaking memory.

Free 'entry' on the failure path; on success continue freeing the
replaced neighbor blocks ('lower', 'upper').",Linux,Linux,"f033c26de5a5734625d2dd1dc196745fae186f1b, f033c26de5a5734625d2dd1dc196745fae186f1b, f033c26de5a5734625d2dd1dc196745fae186f1b, f033c26de5a5734625d2dd1dc196745fae186f1b"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-23167,,,,,0.00086,"In the Linux kernel, the following vulnerability has been resolved:

nfc: nci: Fix race between rfkill and nci_unregister_device().

syzbot reported the splat below [0] without a repro.

It indicates that struct nci_dev.cmd_wq had been destroyed before
nci_close_device() was called via rfkill.

nci_dev.cmd_wq is only destroyed in nci_unregister_device(), which
(I think) was called from virtual_ncidev_close() when syzbot close()d
an fd of virtual_ncidev.

The problem is that nci_unregister_device() destroys nci_dev.cmd_wq
first and then calls nfc_unregister_device(), which removes the
device from rfkill by rfkill_unregister().

So, the device is still visible via rfkill even after nci_dev.cmd_wq
is destroyed.

Let's unregister the device from rfkill first in nci_unregister_device().

Note that we cannot call nfc_unregister_device() before
nci_close_device() because

  1) nfc_unregister_device() calls device_del() which frees
     all memory allocated by devm_kzalloc() and linked to
     ndev->conn_info_list

  2) nci_rx_work() could try to queue nci_conn_info to
     ndev->conn_info_list which could be leaked

Thus, nfc_unregister_device() is split into two functions so we
can remove rfkill interfaces only before nci_close_device().

[0]:
DEBUG_LOCKS_WARN_ON(1)
WARNING: kernel/locking/lockdep.c:238 at hlock_class kernel/locking/lockdep.c:238 [inline], CPU#0: syz.0.8675/6349
WARNING: kernel/locking/lockdep.c:238 at check_wait_context kernel/locking/lockdep.c:4854 [inline], CPU#0: syz.0.8675/6349
WARNING: kernel/locking/lockdep.c:238 at __lock_acquire+0x39d/0x2cf0 kernel/locking/lockdep.c:5187, CPU#0: syz.0.8675/6349
Modules linked in:
CPU: 0 UID: 0 PID: 6349 Comm: syz.0.8675 Not tainted syzkaller #0 PREEMPT(full)
Hardware name: Google Google Compute Engine/Google Compute Engine, BIOS Google 01/13/2026
RIP: 0010:hlock_class kernel/locking/lockdep.c:238 [inline]
RIP: 0010:check_wait_context kernel/locking/lockdep.c:4854 [inline]
RIP: 0010:__lock_acquire+0x3a4/0x2cf0 kernel/locking/lockdep.c:5187
Code: 18 00 4c 8b 74 24 08 75 27 90 e8 17 f2 fc 02 85 c0 74 1c 83 3d 50 e0 4e 0e 00 75 13 48 8d 3d 43 f7 51 0e 48 c7 c6 8b 3a de 8d <67> 48 0f b9 3a 90 31 c0 0f b6 98 c4 00 00 00 41 8b 45 20 25 ff 1f
RSP: 0018:ffffc9000c767680 EFLAGS: 00010046
RAX: 0000000000000001 RBX: 0000000000040000 RCX: 0000000000080000
RDX: ffffc90013080000 RSI: ffffffff8dde3a8b RDI: ffffffff8ff24ca0
RBP: 0000000000000003 R08: ffffffff8fef35a3 R09: 1ffffffff1fde6b4
R10: dffffc0000000000 R11: fffffbfff1fde6b5 R12: 00000000000012a2
R13: ffff888030338ba8 R14: ffff888030338000 R15: ffff888030338b30
FS:  00007fa5995f66c0(0000) GS:ffff8881256f8000(0000) knlGS:0000000000000000
CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
CR2: 00007f7e72f842d0 CR3: 00000000485a0000 CR4: 00000000003526f0
Call Trace:
 <TASK>
 lock_acquire+0x106/0x330 kernel/locking/lockdep.c:5868
 touch_wq_lockdep_map+0xcb/0x180 kernel/workqueue.c:3940
 __flush_workqueue+0x14b/0x14f0 kernel/workqueue.c:3982
 nci_close_device+0x302/0x630 net/nfc/nci/core.c:567
 nci_dev_down+0x3b/0x50 net/nfc/nci/core.c:639
 nfc_dev_down+0x152/0x290 net/nfc/core.c:161
 nfc_rfkill_set_block+0x2d/0x100 net/nfc/core.c:179
 rfkill_set_block+0x1d2/0x440 net/rfkill/core.c:346
 rfkill_fop_write+0x461/0x5a0 net/rfkill/core.c:1301
 vfs_write+0x29a/0xb90 fs/read_write.c:684
 ksys_write+0x150/0x270 fs/read_write.c:738
 do_syscall_x64 arch/x86/entry/syscall_64.c:63 [inline]
 do_syscall_64+0xe2/0xf80 arch/x86/entry/syscall_64.c:94
 entry_SYSCALL_64_after_hwframe+0x77/0x7f
RIP: 0033:0x7fa59b39acb9
Code: ff c3 66 2e 0f 1f 84 00 00 00 00 00 0f 1f 44 00 00 48 89 f8 48 89 f7 48 89 d6 48 89 ca 4d 89 c2 4d 89 c8 4c 8b 4c 24 08 0f 05 <48> 3d 01 f0 ff ff 73 01 c3 48 c7 c1 e8 ff ff ff f7 d8 64 89 01 48
RSP: 002b:00007fa5995f6028 EFLAGS: 00000246 ORIG_RAX: 0000000000000001
RAX: ffffffffffffffda RBX: 00007fa59b615fa0 RCX: 00007fa59b39acb9
RDX: 0000000000000008 RSI: 0000200000000080 RDI: 0000000000000007
RBP: 00007fa59b408bf7 R08: 
---truncated---",Linux,Linux,"6a2968aaf50c7a22fced77a5e24aa636281efca8, 6a2968aaf50c7a22fced77a5e24aa636281efca8, 6a2968aaf50c7a22fced77a5e24aa636281efca8, 6a2968aaf50c7a22fced77a5e24aa636281efca8, 6a2968aaf50c7a22fced77a5e24aa636281efca8, 6a2968aaf50c7a22fced77a5e24aa636281efca8, 6a2968aaf50c7a22fced77a5e24aa636281efca8"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-23129,,,,,0.00115,"In the Linux kernel, the following vulnerability has been resolved:

dpll: Prevent duplicate registrations

Modify the internal registration helpers dpll_xa_ref_{dpll,pin}_add()
to reject duplicate registration attempts.

Previously, if a caller attempted to register the same pin multiple
times (with the same ops, priv, and cookie) on the same device, the core
silently increments the reference count and return success. This behavior
is incorrect because if the caller makes these duplicate registrations
then for the first one dpll_pin_registration is allocated and for others
the associated dpll_pin_ref.refcount is incremented. During the first
unregistration the associated dpll_pin_registration is freed and for
others WARN is fired.

Fix this by updating the logic to return `-EEXIST` if a matching
registration is found to enforce a strict ""register once"" policy.",Linux,Linux,"9431063ad323ac864750aeba4d304389bc42ca4e, 9431063ad323ac864750aeba4d304389bc42ca4e, 9431063ad323ac864750aeba4d304389bc42ca4e"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2025-38201,,,,,0.00185,"In the Linux kernel, the following vulnerability has been resolved:

netfilter: nft_set_pipapo: clamp maximum map bucket size to INT_MAX

Otherwise, it is possible to hit WARN_ON_ONCE in __kvmalloc_node_noprof()
when resizing hashtable because __GFP_NOWARN is unset.

Similar to:

  b541ba7d1f5a (""netfilter: conntrack: clamp maximum hashtable size to INT_MAX"")",Linux,Linux,"3c4287f62044a90e73a561aa05fc46e62da173da, 3c4287f62044a90e73a561aa05fc46e62da173da, 3c4287f62044a90e73a561aa05fc46e62da173da, 3c4287f62044a90e73a561aa05fc46e62da173da, 3c4287f62044a90e73a561aa05fc46e62da173da, 3c4287f62044a90e73a561aa05fc46e62da173da, 3c4287f62044a90e73a561aa05fc46e62da173da"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-23098,8.8,HIGH,,,0.00177,"In the Linux kernel, the following vulnerability has been resolved:

netrom: fix double-free in nr_route_frame()

In nr_route_frame(), old_skb is immediately freed without checking if
nr_neigh->ax25 pointer is NULL. Therefore, if nr_neigh->ax25 is NULL,
the caller function will free old_skb again, causing a double-free bug.

Therefore, to prevent this, we need to modify it to check whether
nr_neigh->ax25 is NULL before freeing old_skb.",Linux,Linux,"1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2, 1da177e4c3f41524e886b7f1b8a0c1fc7321cac2"
CERTFR-2026-AVI-0746,Multiples vulnérabilités dans le noyau Linux d'Ubuntu (12 juin 2026),avis,2026-06-12,https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0746/,"De multiples vulnérabilités ont été découvertes dans le noyau Linux d'Ubuntu. Certaines d'entre elles permettent à un attaquant de provoquer une exécution de code arbitraire, une élévation de privilèges et une atteinte à la confidentialité des données.",CVE-2026-47329,3.3,LOW,CWE-1284,CWE-1284 Improper validation of specified quantity in input,0.00092,"Ubuntu Linux 6.8, 6.17 and 7.0 contain SAUCE patches which fail to validate invalid sizes of the name field in AppAmor notification responses. The bug can be triggered by an unprivileged local user and could result in handling of crafted responses.",Canonical,Ubuntu Linux,"6.8.0, 6.17.0, 7.0.0"
